MonthlyIncome,DebtRatio,age,NumberOfTime30-59DaysPastDueNotWorse,NumberOfTime60-89DaysPastDueNotWorse,SeriousDlqin2yrs
17166.0,0.326556766,44,0,0,0
5400.0,3478.0,65,0,0,0
5400.0,583.0,95,1,0,1
11945.0,0.402728947,38,0,0,0
5400.0,1522.0,48,1,0,0
3400.0,0.601881799,46,0,0,0
10120.0,0.532556072,44,0,0,0
4600.0,0.31993045,58,0,0,0
14583.0,0.146324739,49,0,0,0
13583.0,0.370214959,56,0,0,0
5589.0,0.356887299,55,0,0,0
6416.0,0.17640642,50,0,0,0
11200.0,0.075350415,63,0,0,0
5400.0,1130.0,64,0,0,0
5500.0,0.202872205,28,0,0,0
6900.0,0.32748877,70,0,0,0
14015.0,0.117009132,41,0,0,0
5400.0,1584.0,44,0,0,0
14000.0,0.202056996,51,0,0,0
5583.0,0.704154728,62,0,0,0
3782.0,0.002379064,60,0,0,0
1700.0,0.248677249,36,1,0,0
3753.0,0.609216835,48,0,0,0
5400.0,1694.0,51,0,0,0
5703.0,0.187412342,42,0,0,0
8703.0,0.384076287,50,0,0,0
5438.0,0.13476742,54,1,2,1
20000.0,0.216039198,35,0,0,0
500.0,1.992015968,77,1,2,0
4580.0,0.379393146,44,0,0,0
2310.0,0.700562527,36,0,0,0
5400.0,2683.0,74,0,0,0
11105.0,0.113632271,66,0,0,0
1247.0,0.802884615,61,5,2,0
7950.0,0.180480443,54,2,0,0
6667.0,0.50584883,39,0,0,0
5833.0,1.241515255,53,1,0,1
3100.0,0.155756208,30,0,0,0
1750.0,0.038263849,71,0,0,0
5833.0,0.137641412,31,0,0,0
10077.0,0.364060329,53,0,0,0
6157.0,0.375446574,82,0,0,0
5400.0,1068.0,26,0,0,0
14000.0,0.091779159,70,0,0,0
2000.0,0.010494753,29,0,0,0
0.0,0.0,62,0,0,0
8300.0,0.310805927,43,1,0,0
3515.0,0.534982935,50,1,2,1
2300.0,1.917861799,73,1,0,0
5400.0,264.0,34,0,0,0
15500.0,0.002451455,61,0,0,0
2500.0,0.18632547,40,0,0,0
7100.0,0.308548092,54,0,0,0
4100.0,0.46378932,43,0,0,0
11667.0,0.208690435,58,0,0,0
2420.0,0.232961586,68,1,2,0
10336.0,0.251426913,48,0,0,0
5083.0,0.157356412,35,0,0,0
5400.0,12.0,83,0,0,0
324000.0,0.176193901,51,0,0,0
4820.0,0.470856669,41,1,0,1
5400.0,3487.0,56,0,0,0
12300.0,0.265100398,71,0,0,0
5400.0,839.0,64,0,0,0
3619.0,0.322099448,33,0,0,0
2530.0,0.041090478,72,0,0,0
5200.0,1.587387041,60,0,0,0
4006.0,0.377339656,52,0,0,0
1300.0,0.648731745,71,0,0,0
3461.0,0.387926054,33,0,0,0
8870.0,0.149024913,52,0,0,0
3666.0,0.11753477,32,0,0,0
2919.0,0.710616438,38,0,0,0
10566.0,0.299895902,51,0,0,0
5400.0,2503.0,66,0,0,0
11640.0,0.206597371,41,1,0,0
2500.0,0.048780488,84,0,0,0
2650.0,0.026027914,72,0,0,0
4200.0,0.670078553,64,1,0,0
1525.0,0.201834862,58,0,0,0
2970.0,0.821272299,67,1,0,0
3683.0,0.203311618,56,0,0,0
5416.0,0.336533136,63,0,0,0
6500.0,0.534071681,61,0,0,0
32333.0,0.168924352,77,0,0,0
5400.0,26.0,77,0,0,0
10472.0,0.264107706,49,0,0,0
734.0,0.791836735,27,0,0,0
764.0,2.345098039,28,1,0,0
3831.0,0.854906054,52,0,0,0
7560.0,0.255654014,64,0,0,0
9307.0,0.223463687,54,1,0,0
5400.0,2456.0,60,0,0,0
3000.0,0.289903366,31,1,0,0
5400.0,50.0,67,0,0,0
3202.0,0.004995317,88,0,0,0
6637.0,0.151551672,64,0,0,0
6913.0,0.095747758,47,0,0,1
4000.0,0.004748813,30,0,0,0
3520.0,0.611474013,48,0,0,0
7865.0,0.465675057,54,0,0,0
5400.0,5.0,87,0,0,0
5892.0,0.240285084,48,0,0,0
5417.0,0.278885197,38,0,0,0
8333.0,0.02387809,62,0,0,0
1500.0,0.16922052,52,1,0,0
4083.0,0.028158668,81,0,0,0
5400.0,1501.0,67,0,0,0
4000.0,0.489627593,54,0,0,0
9760.0,0.197110952,37,1,0,0
9500.0,0.137353963,29,0,0,1
6500.0,0.279187817,46,0,0,0
12950.0,0.110570612,41,0,0,0
5400.0,26.0,22,0,0,0
4724.0,0.341587302,68,0,0,0
7384.0,0.75788761,70,0,0,1
9166.0,0.289625832,51,0,0,0
6666.0,0.402879856,41,0,0,0
3583.0,0.234375,60,0,0,0
2656.0,0.00263455,83,0,0,0
7871.0,0.819740854,38,1,0,0
3700.0,0.664415023,61,0,0,0
15001.0,0.296560459,47,0,0,0
8333.0,1.551955844,63,1,0,0
7500.0,0.255432609,40,0,0,0
4333.0,0.134287033,32,0,0,0
5400.0,1708.0,65,0,0,0
5400.0,2970.0,72,1,0,1
6307.0,0.547717185,34,0,0,0
4060.0,0.707953706,55,0,0,0
5400.0,232.0,46,0,1,1
5400.0,1254.0,41,0,0,0
2200.0,0.206269877,27,0,0,0
5.0,0.166666667,83,0,0,0
1.0,50.0,53,0,0,0
2735.0,0.472587719,68,1,0,0
2300.0,0.036505867,59,0,0,0
9812.0,1.211352288,61,0,0,0
11083.0,0.430620715,71,0,0,0
5400.0,1380.0,73,0,0,0
4000.0,1.039990002,34,0,0,0
7916.0,0.0591133,36,2,1,0
9490.0,0.515014224,50,0,0,0
7083.0,0.382411067,36,0,0,0
2350.0,0.293492131,54,3,0,0
7180.0,0.203592814,39,1,0,0
2280.0,0.342393687,65,0,0,0
2500.0,0.426229508,49,4,0,0
5400.0,1593.0,76,0,0,0
5400.0,5647.0,60,0,0,0
8515.0,0.168036637,57,0,0,0
7083.0,0.420948617,43,6,1,1
10500.0,0.00095229,81,0,0,0
3021.0,0.914626075,49,0,0,0
7047.0,0.671679909,47,0,0,0
10000.0,0.387861214,32,0,0,0
1874.0,1.289066667,76,0,0,0
5216.0,0.741613954,63,0,0,0
14700.0,0.074348684,53,0,0,0
4500.0,0.0,44,0,0,0
6720.0,0.41333135,34,0,0,0
1000.0,1.392607393,38,0,0,0
9250.0,0.075127013,54,0,0,0
1900.0,0.261967386,40,0,0,0
7966.0,0.125392243,38,0,0,0
8175.0,0.165484344,58,0,0,0
10000.0,0.423557644,46,0,0,0
18483.0,0.247024454,63,2,0,0
5800.0,0.147733149,47,0,0,0
5400.0,454.0,76,0,0,0
2916.0,0.092903668,29,1,0,0
4950.0,0.517269239,38,3,0,0
10500.0,0.124083421,56,0,0,0
7291.0,0.411684037,57,1,0,0
4880.0,0.01557058,47,0,0,0
5400.0,2887.0,33,0,0,0
9408.0,0.173557232,55,0,0,0
4600.0,0.272332102,79,0,0,0
18333.0,0.22690084,67,0,0,0
5400.0,1365.0,74,0,0,0
6083.0,0.178172255,59,0,0,0
2600.0,0.0,62,0,0,0
4000.0,0.229442639,33,0,0,0
41416.0,0.33235145,60,0,0,0
5400.0,4507.0,53,0,0,0
6000.0,0.388768539,40,0,0,1
4000.0,0.071732067,54,0,0,0
2250.0,0.005775211,60,1,0,0
4613.0,0.232553099,53,1,0,0
5400.0,6879.0,45,0,0,0
5933.0,0.100943714,49,1,0,0
1850.0,0.449486764,51,0,0,0
2400.0,0.048313203,54,0,0,0
7746.0,0.361817478,40,0,0,0
5400.0,1370.0,49,2,0,0
3864.0,0.008796895,81,0,0,0
12700.0,0.812534446,53,0,0,0
8587.0,0.63553796,73,0,0,0
12000.0,0.167652696,46,0,0,0
5400.0,2191.0,63,0,0,0
5400.0,541.0,61,0,0,0
5400.0,216.0,66,0,0,0
43600.0,0.056833559,48,0,0,0
7192.0,0.008063395,60,0,0,0
5400.0,560.0,25,0,0,0
5400.0,2482.0,72,0,0,0
11500.0,0.289018346,48,0,0,0
5875.0,0.375085092,36,1,0,0
5400.0,889.0,61,2,4,1
5400.0,1359.0,66,1,1,0
3000.0,0.0,30,0,0,0
7000.0,0.310384231,64,0,0,0
9000.0,0.001555383,30,0,0,0
2750.0,0.601962923,59,0,0,0
7801.0,0.175724173,68,0,0,0
17333.0,0.379254644,48,0,0,0
1200.0,2.381348876,66,0,0,0
8582.0,0.498776652,52,1,0,0
1833.0,0.560523446,85,1,0,0
1800.0,0.449750139,63,2,0,0
3200.0,0.333645736,55,0,0,0
5400.0,1159.0,67,0,0,0
3333.0,0.134073185,30,0,0,0
5833.0,0.531367844,76,0,0,0
10627.0,0.053537825,73,0,0,0
4167.0,0.47768714,49,0,0,0
4350.0,1.244311652,36,2,0,1
2450.0,0.000815993,67,0,0,0
16675.0,0.004917246,62,0,0,0
8750.0,0.32327734,36,0,0,0
7090.0,0.220279227,62,0,0,0
7914.0,0.497409981,58,1,0,0
3000.0,0.001999334,82,0,0,0
5400.0,3503.0,39,0,0,0
3500.0,0.531848043,54,0,0,0
7100.0,0.312491198,34,0,0,0
6000.0,0.346108982,69,0,0,0
5400.0,1406.0,50,1,1,0
5400.0,1372.0,60,0,0,0
5400.0,10.0,80,0,0,0
5400.0,687.0,44,1,0,0
5875.0,0.482811436,63,0,0,0
6458.0,0.463539248,40,1,1,1
5400.0,3318.0,54,0,0,0
7125.0,0.261156329,32,0,0,0
7116.0,0.002529156,61,0,0,0
2916.0,0.113472746,69,0,0,0
4900.0,0.899408284,53,0,0,0
6130.0,0.286576415,70,0,0,0
2619.0,0.33129771,71,0,0,0
1200.0,0.079933389,83,0,0,0
2345.0,0.274509804,37,1,0,0
3000.0,0.0,39,0,0,0
5400.0,4463.0,60,0,0,0
5400.0,1791.0,80,0,0,0
9167.0,0.482438918,57,0,0,0
12675.0,0.247396655,49,0,0,0
3750.0,0.190882431,68,0,0,0
8129.0,0.415375154,59,2,1,0
6200.0,0.128043864,61,0,0,0
9200.0,0.003260515,65,0,0,0
2500.0,0.075969612,27,0,0,0
2272.0,0.036075671,35,0,0,0
4650.0,0.734680714,52,0,0,0
1000.0,0.230769231,84,0,0,0
3141.0,0.168045831,63,0,0,0
5250.0,0.133307941,62,0,0,0
5400.0,0.0,22,0,0,0
14000.0,0.339332905,56,0,0,0
9000.0,0.14598378,45,2,0,0
2400.0,0.226988755,24,1,1,1
5400.0,34.0,74,0,0,0
26000.0,0.096727049,63,1,1,0
2924.0,2.281025641,49,5,2,1
5400.0,138.0,26,1,0,0
5400.0,2596.0,39,0,0,0
2098.0,0.272034302,83,0,0,0
8250.0,0.027996606,77,0,0,0
6687.0,0.340909091,33,0,0,0
5400.0,98.0,28,0,1,1
1699.0,0.941176471,33,0,0,0
5400.0,1235.0,71,0,0,0
5400.0,4891.0,48,3,0,1
7800.0,0.38072042,52,0,0,0
8000.0,0.556555431,58,0,0,0
9416.0,0.371031114,48,0,0,0
8333.0,0.018718503,73,0,0,0
8431.0,0.491579696,60,1,0,0
10957.0,0.311735718,51,0,0,0
9166.0,0.228646231,52,0,0,0
5416.0,0.078087502,46,0,0,0
9166.0,0.394240209,38,0,0,0
3204.0,0.195631825,72,0,0,0
50000.0,0.041799164,30,0,0,0
8180.0,0.30326366,59,1,0,0
5605.0,0.236710667,44,0,0,0
5400.0,1205.0,27,1,0,0
6429.0,0.222861586,40,0,0,0
5400.0,2661.0,58,0,0,0
408333.0,0.024933021,44,0,0,0
5131.0,0.611652377,38,0,0,0
5400.0,0.501573783,29,0,0,0
6207.0,0.246939433,39,0,0,0
5400.0,221.0,70,0,0,0
3900.0,0.305562676,53,0,1,0
1400.0,0.002141328,79,0,0,0
11600.0,0.160848203,56,1,0,0
20701.0,0.121679065,51,0,0,0
839.0,0.289285714,51,0,0,0
5400.0,195.0,60,1,0,1
5400.0,3594.0,35,0,0,0
1200.0,0.008326395,29,0,0,0
12276.0,0.249246559,55,0,0,0
1823.0,0.000548246,25,0,0,0
4062.0,0.652965789,72,0,0,0
17000.0,0.193282748,39,0,0,0
5400.0,2711.0,39,0,0,0
8926.0,0.206116276,46,0,0,0
2936.0,0.272386789,61,1,0,1
5400.0,1681.0,68,0,0,0
11396.0,0.370097394,52,1,0,0
5000.0,0.0,30,0,0,0
6000.0,0.094484253,51,0,0,0
15986.0,0.001939075,55,0,0,0
3600.0,0.179394613,30,0,0,0
2461.0,0.926482535,44,0,0,0
3200.0,0.4342393,70,0,0,0
3000.0,2.175941353,40,0,0,0
5400.0,549.0,79,0,0,0
3777.0,0.155902594,37,1,0,1
2500.0,0.241103559,31,1,0,0
11000.0,0.363148805,54,0,1,0
10500.0,0.0029521,61,0,0,0
3166.0,0.210925166,59,0,0,0
8150.0,0.497607656,31,1,0,1
12000.0,0.278893426,42,0,0,0
5400.0,35.0,68,0,0,0
7916.0,0.757862827,61,2,0,0
5400.0,2082.0,60,0,0,0
11296.0,0.233159246,46,0,0,0
5400.0,333.0,28,0,0,0
4500.0,0.354810042,59,4,0,0
7250.0,0.445042063,57,0,0,0
6000.0,0.102149642,53,0,0,0
5750.0,0.552599548,52,0,0,0
3800.0,0.201262826,27,0,0,0
5866.0,0.553264019,31,0,0,1
13333.0,0.147067647,66,0,0,0
4458.0,0.051805338,57,0,0,0
2466.0,0.747061208,36,0,0,1
5116.0,0.485636115,45,3,0,0
7500.0,0.307292361,62,0,0,0
23850.0,0.027504088,28,2,1,1
3083.0,0.604409857,43,0,0,0
3859.0,1.114248705,59,0,0,0
9400.0,0.062227423,52,1,0,0
416.0,5.774580336,77,0,0,0
6940.0,0.223454834,42,0,0,0
6217.0,0.336442586,66,0,0,0
15262.0,0.140339383,60,0,0,0
5000.0,0.540491902,60,0,0,0
3916.0,0.011233087,72,0,0,0
3000.0,0.641786071,68,0,0,0
9287.0,0.326658053,52,0,0,0
5400.0,12.0,70,0,0,0
1893.0,0.324181626,65,0,0,0
5400.0,3533.0,49,0,0,0
5400.0,2277.0,69,1,0,0
6969.0,0.720086083,64,1,0,0
5400.0,2362.0,71,0,0,0
5400.0,1771.0,37,0,0,0
1.0,152.5,59,0,0,0
10000.0,0.114588541,62,0,0,0
2840.0,0.142555438,30,0,0,0
6635.0,0.348101266,66,0,0,0
1254.0,2.105179283,41,0,0,0
13333.0,0.340182991,48,0,0,0
5400.0,2283.0,38,0,0,0
21000.0,0.111280415,46,0,0,0
7200.0,0.110401333,58,0,0,0
5400.0,0.0,37,0,0,0
12166.0,0.288731816,34,0,0,0
9438.0,0.503231274,46,0,0,0
5698.0,0.41656431,53,0,0,0
7172.0,0.574515544,64,0,0,0
5667.0,0.262173606,74,0,0,0
3000.0,0.226257914,43,0,0,0
5400.0,57.0,59,0,0,0
540.0,3.242144177,37,0,0,0
6000.0,0.208631895,59,0,0,0
4000.0,1.68207948,61,0,0,0
4300.0,0.988607301,34,0,0,1
865.0,0.006928406,24,0,0,0
22900.0,0.002663639,63,0,0,0
5001.0,0.06237505,85,0,0,0
7609.0,0.133771353,66,0,0,0
24500.0,0.322599078,58,0,0,0
4300.0,0.045338293,81,0,0,0
3634.0,0.438514443,44,0,0,0
20000.0,0.058347083,43,0,0,0
5000.0,0.24355129,49,0,0,0
5400.0,43.0,76,0,0,0
5400.0,2393.0,50,0,0,0
2798.0,0.131118257,78,0,0,0
5166.0,0.271143797,54,0,0,1
5115.0,0.406372166,58,0,0,0
9000.0,0.61437618,39,0,0,1
4700.0,0.31716656,32,0,0,0
1500.0,0.122584943,26,0,0,0
15000.0,0.146923538,63,0,0,0
2000.0,0.0,22,0,0,0
5400.0,24.0,86,0,0,0
4883.0,0.395372645,42,1,0,0
4691.0,0.40771526,63,0,0,0
2000.0,0.302848576,59,0,0,0
8000.0,0.465316835,71,0,0,0
1000.0,1.488511489,52,0,0,0
7600.0,0.345480858,63,0,0,0
30000.0,0.09029699,35,0,0,0
5400.0,20.0,53,0,0,0
4200.0,0.00999762,64,0,0,0
18333.0,0.269935639,54,2,0,0
3840.0,0.055454309,24,0,0,0
6250.0,0.695888658,72,0,0,0
7000.0,0.239822882,66,1,0,0
2000.0,0.0,64,0,0,0
3500.0,0.225649814,48,0,0,0
8362.0,0.367810594,46,0,0,0
8000.0,0.475940507,66,0,0,0
5312.0,0.258046302,36,0,0,0
5400.0,10.0,51,0,0,0
18439.0,0.217299349,65,0,0,0
10322.0,0.234234234,63,0,0,0
5400.0,5.0,69,0,0,0
9950.0,0.241784745,44,0,0,0
8977.0,0.495990198,59,0,0,0
3700.0,0.898946231,55,0,0,0
5400.0,3223.0,55,0,0,0
1158.0,0.931837791,51,1,0,0
5400.0,5493.0,40,0,0,0
10700.0,0.08045977,56,1,0,0
2500.0,1.481407437,59,0,0,0
0.0,2103.0,43,0,0,0
5400.0,0.989261248,62,0,0,0
11186.0,0.235451864,47,0,0,0
5400.0,2840.0,42,0,0,0
5800.0,0.814687123,49,0,0,0
3833.0,0.539906103,46,0,0,0
6000.0,0.022329612,62,0,0,0
5400.0,5011.0,63,1,0,0
1323.0,0.021148036,54,0,0,0
5400.0,1860.0,58,0,0,0
3412.0,0.142103721,40,1,0,0
6416.0,0.414679757,40,0,0,0
4600.0,0.153662247,43,0,0,0
800.0,0.896379526,26,0,0,0
4950.0,0.229044637,64,0,0,0
8600.0,0.084525055,49,0,0,1
11667.0,0.283510456,50,0,0,0
5400.0,0.0,32,0,0,0
8000.0,0.177852768,81,0,0,0
10500.0,0.48776307,72,0,0,0
9800.0,0.422711968,62,0,0,1
8873.0,0.190218616,43,1,0,0
4000.0,0.452886778,71,0,0,0
2083.0,0.465451056,49,0,0,0
21000.0,0.197609638,49,0,0,0
3460.0,0.154579601,40,0,0,0
7500.0,0.125716571,79,0,0,0
7500.0,0.424210105,50,0,0,0
10420.0,0.185394876,58,0,0,0
10003.0,0.18892443,63,0,0,0
1835.0,0.199346405,66,0,0,0
1883.0,0.031316348,45,0,0,0
2800.0,0.332738308,72,0,0,0
5400.0,2337.0,48,0,0,0
15500.0,0.326301529,54,1,0,0
2000.0,0.061969015,29,0,0,0
10000.0,0.00839916,57,0,0,0
12183.0,0.901263953,53,1,0,0
2300.0,0.0,26,0,0,0
8100.0,0.256141217,36,0,0,0
8920.0,0.237305235,47,0,0,0
5600.0,0.251562221,47,1,1,0
2027.0,0.132149901,34,0,0,0
5400.0,2076.0,48,0,0,0
7000.0,0.234966433,29,1,1,0
4166.0,0.449964003,72,0,0,0
2500.0,0.382646941,72,0,0,0
4919.0,0.103658537,40,1,1,0
1748.0,0.46598056,81,0,0,0
13166.0,0.227158806,67,0,0,0
7750.0,0.069023352,55,0,0,0
5400.0,0.0,74,0,0,0
8384.0,0.030292188,56,0,0,1
8314.0,0.322669874,61,0,0,0
8269.0,0.397218863,62,0,0,0
5800.0,0.336838476,33,0,0,0
2306.0,0.021239705,70,0,0,0
3500.0,0.208511854,78,0,0,0
7000.0,0.052278246,47,0,0,0
4700.0,0.163156775,40,0,0,0
7520.0,0.013960909,49,1,0,0
5400.0,58.0,64,0,0,0
7857.0,0.176126241,52,0,0,0
5400.0,10.0,83,0,0,0
8291.0,0.445610227,43,2,0,1
8500.0,0.156687449,73,2,1,0
2960.0,0.442755826,43,0,0,1
6916.0,0.14717363,51,0,0,0
3000.0,0.420526491,34,0,0,0
5400.0,2380.0,41,1,0,0
2700.0,0.601258793,64,0,0,0
4100.0,1.382589612,59,1,0,0
5000.0,0.375124975,66,0,0,0
5400.0,1300.0,53,0,0,0
4829.0,0.320082816,49,1,0,0
2800.0,1.152802571,48,0,0,0
4700.0,0.839395873,46,2,1,1
4000.0,0.821544614,62,0,0,0
5400.0,0.0,91,0,0,0
5400.0,21.0,57,0,0,0
3200.0,0.407997501,41,0,0,0
10500.0,0.002285497,79,0,0,0
11000.0,0.320516317,45,0,0,0
16000.0,0.037372664,48,0,0,0
5400.0,77.0,91,0,0,0
10660.0,0.478754338,38,0,0,0
4575.0,0.136582168,37,0,0,0
2500.0,0.49780088,31,0,0,0
3750.0,0.427619302,44,0,0,0
3600.0,0.376284365,46,0,0,0
3500.0,0.0,56,0,0,0
2750.0,0.067975282,26,0,0,0
8017.0,0.427662759,47,0,0,0
9782.0,0.453030768,49,1,0,0
4160.0,0.189377553,63,0,0,0
11085.0,0.37569908,72,0,0,0
5000.0,0.00279944,83,0,0,0
10750.0,0.47000279,56,0,0,0
5833.0,0.412067192,37,0,0,0
5400.0,1139.0,60,0,0,0
6800.0,0.395677106,37,1,0,0
4034.0,0.403965304,53,0,0,0
5400.0,346.0,56,0,0,0
5400.0,8956.0,37,0,0,1
5173.0,0.218399691,42,1,1,0
4477.0,0.30861992,65,0,0,0
4851.0,0.675391591,59,0,0,0
5083.0,0.688237608,35,0,0,0
6666.0,0.728363582,40,0,0,0
6500.0,0.459621597,44,1,0,1
5400.0,90.0,50,0,0,0
0.0,467.0,54,0,0,0
4066.0,0.212441603,83,0,0,0
1000.0,0.25974026,27,2,0,0
8500.0,0.586872133,55,0,0,1
5400.0,256.0,75,1,0,0
5400.0,1278.0,42,0,0,0
6670.0,0.510718033,52,2,1,0
2750.0,0.435841512,56,0,0,1
5400.0,1025.0,36,0,0,0
4200.0,1.25660557,35,0,0,1
4500.0,0.300155521,30,0,0,1
5500.0,0.065260862,30,0,0,0
3500.0,0.093401885,52,0,0,0
5345.0,0.268050879,39,1,0,0
7500.0,0.11945074,44,0,0,0
4808.0,1.444791017,74,1,0,0
9100.0,0.432589825,46,0,0,1
1200.0,1.858451291,57,1,0,1
6244.0,0.452201761,50,0,0,0
8400.0,0.115819545,42,1,0,0
5000.0,0.674265147,45,0,0,0
12250.0,0.002693658,70,0,0,0
1320.0,1.236184709,48,0,1,0
6000.0,0.720879853,56,0,0,0
5400.0,85.0,62,0,0,0
1456.0,0.342484557,26,1,0,0
4500.0,0.630304377,40,0,0,0
1710.0,0.157218001,77,0,0,0
7337.0,0.087626056,76,0,0,0
6208.0,0.539539378,48,0,0,0
6796.0,0.268647933,55,0,1,0
1600.0,0.056214866,54,1,1,0
4921.0,0.057496952,77,0,0,0
5400.0,934.0,51,0,0,0
2600.0,0.418300654,60,1,3,1
9583.0,0.165692821,49,1,0,0
2708.0,0.639719454,38,0,0,0
5000.0,0.580083983,45,0,0,0
7900.0,0.392735097,38,1,0,0
2160.0,0.281813975,42,0,0,0
5400.0,1571.0,60,0,0,0
5400.0,4079.0,63,0,0,0
5400.0,890.0,50,0,0,0
5400.0,2234.0,63,0,0,0
3750.0,0.530791789,49,2,0,0
14000.0,0.212913363,45,0,0,0
5000.0,0.022195561,61,0,0,0
4900.0,0.170781473,43,1,1,1
5400.0,67.0,69,0,1,0
5600.0,0.793429745,53,0,0,0
5734.0,0.298169137,67,0,0,0
5400.0,1204.0,47,0,0,0
5400.0,1700.0,44,1,0,0
10000.0,0.419458054,46,0,0,0
2200.0,1.261244889,56,0,0,0
5400.0,184.0,60,0,0,0
5400.0,4129.0,41,0,0,0
11007.0,0.270893895,64,0,0,0
2800.0,0.357015352,64,0,0,0
9000.0,0.50994334,48,1,0,0
5400.0,865.0,67,0,0,0
4433.0,0.237934145,59,0,0,0
9189.0,0.217519042,59,0,0,0
3562.0,0.602862756,41,0,0,0
0.0,1345.0,33,0,0,0
5666.0,0.009175931,33,0,0,0
2125.0,0.142521167,39,0,0,0
6460.0,0.273177527,32,2,0,0
1240.0,1.302175665,61,0,0,0
10000.0,0.367863214,44,0,0,0
9200.0,0.773611564,46,0,0,0
2736.0,0.262696383,28,0,0,0
8166.0,0.676380556,53,0,0,0
5400.0,32.0,44,0,0,0
8666.0,0.321564555,37,0,0,0
3000.0,0.51916028,33,0,0,0
1.0,80.0,62,0,0,0
5400.0,1424.0,57,1,0,0
3000.0,0.04131956,29,0,0,0
4167.0,0.005518234,89,0,0,0
10070.0,0.160857909,55,0,0,0
7300.0,0.240788933,58,0,0,0
5450.0,0.423958907,44,0,0,0
29000.0,0.060997897,43,0,0,0
5400.0,2726.0,67,2,0,0
5400.0,2071.0,47,1,1,0
700.0,0.312410842,22,0,0,0
9200.0,0.732855124,36,0,0,0
5250.0,0.413825938,38,0,1,0
4100.0,0.990246281,68,0,0,0
3100.0,0.513705256,42,0,0,0
10716.0,0.21087991,51,1,0,0
6125.0,0.492654261,36,0,0,0
2700.0,0.31358756,45,0,0,0
4166.0,0.102471802,27,0,0,0
5400.0,3010.0,40,0,0,0
1900.0,0.689637033,56,0,3,1
860.0,0.00116144,21,0,0,0
10250.0,0.359574676,47,0,0,0
10433.0,0.002396013,59,0,0,0
5400.0,801.0,73,0,0,0
5400.0,54.0,46,0,0,0
6950.0,0.897712559,34,0,0,0
6500.0,0.254422397,72,0,0,0
5400.0,4822.0,53,0,0,0
13000.0,0.722713637,56,0,0,0
9458.0,0.310603658,47,0,0,0
22233.0,0.000359809,42,0,0,0
12500.0,0.303975682,49,1,0,0
4000.0,0.225443639,69,0,0,0
11645.0,0.241456294,46,0,0,0
5416.0,0.839394499,56,0,0,0
6700.0,0.398746456,33,1,0,0
18867.0,0.299130803,58,1,0,0
5400.0,52.0,66,0,0,0
4900.0,0.667822893,59,0,0,0
16666.0,0.224095518,51,0,0,0
1250.0,0.0,61,0,0,0
5400.0,2413.0,65,0,0,0
2083.0,0.262476008,28,0,0,0
5400.0,3.0,74,0,0,0
2500.0,0.227508996,70,0,0,0
8750.0,0.436292995,47,0,0,0
5400.0,3779.0,51,0,0,0
8583.0,0.289375582,57,0,0,0
5400.0,2.0,70,0,0,0
5400.0,1149.0,70,0,0,0
5400.0,22.0,48,0,0,0
2758.0,0.323305545,49,0,0,0
4200.0,0.540823613,47,0,0,0
1600.0,0.665833854,62,0,0,0
5400.0,1233.0,70,0,0,0
5400.0,2680.0,46,0,0,0
12506.0,0.343487647,45,2,0,0
6000.0,0.247958674,48,0,0,0
2647.0,0.046072508,70,0,0,0
4560.0,0.46656435,41,3,3,0
126.0,0.0,76,0,0,0
9700.0,0.423152252,52,0,0,0
5400.0,663.0,71,1,1,0
11159.0,0.008064516,64,0,0,0
4900.0,1.23954295,51,1,0,1
5400.0,524.0,28,0,0,0
3500.0,0.023993145,73,0,0,0
5400.0,3148.0,46,0,0,0
5400.0,2394.0,51,0,0,0
1142.0,0.271216098,74,0,0,0
5400.0,3745.0,42,2,0,0
3500.0,0.181948015,43,0,0,0
2800.0,0.343805784,28,0,0,0
3600.0,1.256873091,45,2,0,1
5166.0,0.228178827,45,0,0,0
2505.0,0.613328013,59,0,0,0
6000.0,0.750874854,50,0,0,0
9584.0,0.429942619,70,1,0,0
3215.0,0.329291045,81,0,0,0
5400.0,1245.0,67,1,0,1
8500.0,0.072462063,48,0,0,0
7050.0,0.365905545,47,0,0,0
4500.0,0.119751166,43,0,0,0
7000.0,0.578203114,49,0,0,0
5334.0,0.242736645,35,0,0,0
9500.0,0.231659825,57,0,0,0
5167.0,0.242066563,36,0,0,0
0.0,1063.0,42,0,0,0
5400.0,174.0,57,0,0,0
3000.0,1.895034988,61,0,0,0
5400.0,1746.0,82,0,0,0
5400.0,65.0,46,1,0,0
9000.0,0.345183868,54,0,0,0
4264.0,0.417350528,58,0,0,0
5400.0,4105.0,63,0,0,0
4970.0,0.384027359,64,0,0,0
2500.0,0.00119952,53,0,0,0
10000.0,0.490250975,64,1,0,0
3700.0,0.168062686,91,0,0,0
5166.0,0.008709116,74,0,0,0
14833.0,0.119792369,66,0,0,0
6180.0,0.241384889,60,0,0,0
7800.0,0.377515703,41,3,0,0
5125.0,0.28365197,34,0,0,0
8985.0,0.429890941,56,0,0,0
5400.0,3536.0,68,0,0,0
2500.0,0.572570972,64,1,0,0
6767.0,0.303486998,33,0,0,0
5016.0,0.522623082,57,0,0,0
8333.0,0.292656587,50,0,0,0
5400.0,26.0,44,0,0,0
7680.0,0.522197631,46,0,0,0
400.0,0.034912718,24,0,0,0
5400.0,569.0,34,0,0,0
5400.0,1360.0,58,0,0,0
17000.0,0.406152579,58,0,0,0
